Africa n.非洲
monaural [mɔ'nɔ:rəl] adj.单耳(听觉)的,非立体声的
monaxial adj.单轴的
monazite ['mɔnəzait] n.[矿]独居石
monestrous [mɔn'estrəs] adj.[动](每年)一次发情期的
monetarily ['mʌnitərili] adv.在货币问题上从金钱角度财政上
monetary ['mʌnə,teri] adj.货币的,金钱的
monetization [,mʌnitai'zeiʃən] n.当作货币,铸造货币
monetize ['mʌnitaiz] vt.定为货币,铸造成货币
money ['mʌni] n.货币,钱,金钱
moneyed ['mʌnid] adj.有钱的(作定语用)
moneylender ['mʌni,lendə] n.(尤指经营典当的)放债者
monger ['mʌŋgə] n.商人,贩子,中间人vt.贩卖,传播
mongolism ['mɔŋgəlizm] n.先天愚型病
mongoose ['mɔŋgu:s] n.[动]猫鼬
mongrel ['mʌŋgrəl] n.<贬>杂种(指人),杂种狗,混血儿adj.杂
mongrelization [,mʌŋgrəli'zeiʃən] [蔑]种族混杂
moniliform [məu'nilifɔ:m] adj.念珠形的
monish [古]=admonish
monism ['mɔnizəm] n.[哲]一元论
monition [məu'niʃən] n.忠告,警告,告诫书,传票
monitor ['mɔnitə] n.班长,监听器,监视器,监控器vt.监控v
monitorial [,mɔni'tɔ:riəl] adj.级长的,学生纠察的,忠告者的
monitoring ['mɔnitə] 监视控制监测追踪
monitory ['mɔnitəri] adj.训诫的n.告戒书
monk [mʌŋk] n.修道士,僧侣
monkery ['mʌŋkəri] n.修道生活,修行,庙宇
monkey ['mʌŋki] n.猴子
monkeyshine ['mʌŋki,ʃain] n.<美口>把戏,恶作剧,胡闹
monkish ['mʌŋkiʃ] adj.僧侣的,修道士的,禁欲的
mono ['mɔnəu] [俚]=mononucleosis
monoacid adj.[化]一(酸)价的,一元的,一酸的
monobasic [,mɔnəu'beisik] adj.[化]单(价)碱的
monocarpellary [,mɔnə'kɑ:piləri] adj.[植]一心皮的,单心皮的
monocarpic [,mɔnə'kɑ:pik] adj.[植]结一次果的
monochasium [,mɔnə'keiziəm] n.[植]单歧聚伞花序
monochlamydeous [,mɔnəklə'midiəs] adj.[植]单(花)被的
monochord ['mɔnəukɔ:d] n.单弦琴,单弦音响测定器
monochromat [医]全色盲者
monochromatic [,mɔnəkrə'mætik] adj.[物]单色的,单频的
monochrome ['mɔnəkrəum] n.单色单色的
monochromic adj.单色的
monocle ['mɔnəkl] n.单片眼镜
monoclinal [,mɔnə'klainl] adj.[地]单斜的
monocline ['mɔnəklain] n.[地]单斜层
monoclinic [,mɔnə'klinik] adj.[晶]单斜(晶系)的
monoclinous [,mɔnə'klainəs] adj.[植]雌雄(蕊)同花的
monocoque ['mɔnə,kəuk] n.[机]单体横造
monocracy [mɔ'nɔkrəsi] n.独裁政治
monocular [mɔ'nɔkjulə] adj.单眼的,单眼用的,单目镜的,单筒的
monoculture ['mɔnə,kʌltʃə] n.[农]单一栽培,单作
monocycle ['mɔnə,saikl] n.(尤指杂技演员用的)独轮车
monocyte ['mɔnəsait] n.[生]单核细胞
monodist ['mɔnədist] n.挽歌的作家
monodrama ['mɔnə,drɑ:mə] n.单人剧,独脚戏
monody ['mɔnədi] n.独唱颂歌,挽诗
monoecious [mə'ni:ʃəs] adj.[植]雄雌同株的,雄雌同体的
monofil n.[纺]单(根长)丝,单纤(维)丝
monofilament [,mɔnə'filəmənt] n.[纺]单(根长)丝,单纤(维)丝
monofuel n.[空]单元燃料
monogamist [mə'nɔgəmist] n.遵守一夫一妻主义的人,一夫一妻论者
monogamous [mɔ'nɔgəməs] adj.一夫一妻的,[动]单配的,一雌一雄的
monogamy [mɔ'nɔgəmi] n.一夫一妻制,[动]单配偶,单配性
monogenesis [,mɔnə'dʒenisis] n.[生]一元发生说,[动]单性生殖,[语]单源
monogenic [,mɔnə'dʒenik] [动]单基因的,单性生殖的
monogram ['mɔnəgræm] n.字母组合
monograph ['mɔnəgrɑ:f] n.专题论文
monographic [,mɔnə'græfik] adj.专题论文的
monogynous [mə'nɔdʒənəs] adj.一妻制的
monogyny [mə'nɔdʒini] n.一妻制
monohydric [化]一羟基的
monolayer ['mɔnəleiə] n.单层
monolingual [,mɔnə'liŋgwəl] adj.仅用一种语言的,仅懂一种语言的
monolith ['mɔnəliθ] n.独块巨石,整体塑制品
monolithic [,mɔnə'liθik] adj.巨石的，巨大的
monologist [mə'nɔlədʒist] n.独白者,自言自语者
monologue ['mɑnəlɔg] n.独白,独脚戏
monologuist ['mɔnə,lɔgist] n.独白者,自言自语者
monomania [,mɑnə'meiniə] n.对一事的热狂,偏执狂
monomaniac [,mɔnə'meiniæk] n.对一事热狂的人,偏执狂者
monomer ['mɔnəmə] n.单体
monometallic [,mɔnəumi'tælik] adj.使用单金属的,单本位制的
monometallism [,mɔnə'metəlizəm] n.单本位制
monomial [mɔ'nəumiəl] n.单项式adj.单项的
monomolecular [,mɔnəumə'lekjulə] adj.一分子厚的,一分子的
mononucleosis [,mɔnə,nju:kli'əusis] n.单核细胞增多症
monophagous [mə'nɔfəgəs] adj.[生]单食性的单主寄生的
monophonic [,mɔnə'fɔnik] adj.单频道的
monophony [mə'nɔfəni] 单音(弹奏和演唱时无伴奏),单声道
monophthong ['mɔnəfθɔŋ] n.单元音
monophyletic [,mɔnəufai'letik] adj.[生]单元的,单源的
monoplane ['mɔnəplein] n.单翼机
monoploid ['mɔnəplɔid] n.&adj.[生]单倍体(的)
monopodial [,mɔnə'pəudiəl] adj.[植]单轴的
monopolise vt.(=monopolize)垄断,获得....的专卖权
monopolist [mə'nɔpəlist] n.专利者
monopolization [mə,nɔpəlai'zeiʃən] n.独占,专卖垄断
monopolize [mə'nɔpəlaiz] vt.独占,垄断
monopoly [mə'nɔpəli] n.垄断,垄断者,专利权,专利事业
monopropellant n.单一组分的喷气和燃料,单元推进剂
monopsony [mə'nɔpsəni] n.买主垄断，买主独家垄断
monorail ['mɔnəreil] n.单轨铁路
monosaccharide [,mɔnə'sækəraid] n.[生化]单糖
monosome ['mɔnəsəum] [植]单体(指染色体)
monosomic adj.单(染色)体的
monostable adj.[电子]单稳(态)的
monostylous [,mɔnə'stailəs] adj.[植]单花柱的
monosyllabic [,mɔnəsi'læbik] adj.一音节的,单音节的
monosyllable ['mɔnə,siləbl] n.单音节字
monotheism ['mɔnəuθi:izəm] n.一神论,一神教
monotheist ['mɔnəuθi:ist] n.一神论者
monotheistic ['mɔnəθi:istik] adj.一神论的
monotone ['mɔnətəun] adj.单调的n.单调
monotonous [mə'nɔtənəs] adj.单调的,无变化的
monotony [mə'nɔtəni] n.单音,单调,千篇一律
monotrematous [,mɔnə'tremətəs] adj.单孔类的
monotrichous [mə'nɔtrikəs] adj.(细菌)单鞭毛的
monovular adj.单卵性的
monoxide [mɔ'nɔksaid] n.一氧化物
mons [mɔnz] [解]隆凸,隆起,阜
monsieur [mə'sjə:] n.先生,绅士
monsoon [mɔn'su:n] n.季候风,(印度等地的)雨季,季风
monster ['mɔnstə] n.怪物,妖怪
monstrance ['mɔnstrəns] n.圣体匣
monstrosity [mɔns'trɔsiti] n.畸形
monstrous ['mɔnstrəs] adj.巨大的,畸形的,怪异的,恐怖的,凶暴的adj.<口>难以置信的,荒谬的
montage [mɔn'tɑ:ʒ] n.蒙太奇,文学音乐或美术的组合体
montana [mɔn'tænə] 山区
monte ['mɔnti] n.始于西班牙的纸牌赌博游戏
monteith [mɔn'ti:θ] n.(冷却酒杯用的)凹口碗边大银碗[据传系17
montero [mɔn'tɛərəu] (pl.monteros)(西班牙猎人戴的)有帽沿的
montgolfier n.[气]热(空气)气球
month [mʌnθ] n.月
monthly ['mʌnθli] adj.每月的adv.每月一次n.月刊
montmorillonite [,mɔntmə''rilənait] n.[矿]蒙脱石,胶岭石,高岭石
monument ['mɔnjumənt] n.纪念碑
monumental [,mɑnju'mentl] adj.纪念碑的,纪念物的,不朽的,非常的
monumentality [,mɔnjumən'tæliti] 纪念碑状,纪念碑性庞大
monumentalize [,mɔnju'mentəlaiz] v.纪念,为...立碑
monumentally [,mɔnju'mentəli] adv.纪念地,非常地
monzonite ['mɔnzənait] n.[矿]二长岩
moo [mu:] vi.鸣叫n.牛叫声(MUDobject-oriented)面
mooch [mu:tʃ] v.闲荡，溜达
mood [mu:d] n.心情,情绪,语气,状态
moodily ['mu:dili] adv.心情不稳地,易生气地
moodiness ['mu:dinis] n.喜怒无常,闷闷不乐
moody ['mu:di] adj.喜怒无常的,忧悒的
moola ['mu:lə] n.<俚>钞票
moon [mu:n] n.月球,月亮,卫星
moon-cake 月饼
moonbeam ['mu:nbi:m] n.月光
mooncalf ['mu:nkɑ:f] n.先天白痴,懒散的人,(假想的)月球动物
moonfish ['mu:nfiʃ] n.[鱼]翻车鱼(鱼体白如月色,故名)
moonflight n.[空]月球飞行
moonless ['mu:nlis] n.无月亮的
moonlet ['mu:nlit] n.小卫星,人工卫星
moonlight ['mu:n,lait] n.月光adj.月光的,月夜的
moonlighting ['mu:n,laitiŋ] n.夜间活动,夜袭,(尤指在夜间)从事第二职业
moonlit ['mu:nlit] adj.月光照耀的
moonrise ['mu:nraiz] n.月光,月出时分
moonscape ['mu:nskeip] n.月的表面
moonseed ['mu:nsi:d] n.[植]月籽藤,蝙蝠葛(爬藤植物,籽呈月牙形)
moonset ['mu:nset] n.月落(时刻)
moonshine ['mu:nʃain] n.月光,空谈,妄想
moonshiner ['mu:n,ʃainə] n.烈酒私酿者,烈酒走私者
moonstone ['mu:nstəun] n.月长石
moonstruck ['mu:nstrʌk] adj.神经错乱的,耽于幻想的,多愁善感的
moony ['mu:ni] adj.月亮的,月形的,恍惚的
moor [muə] n.旷野地，荒野v.使（船）停泊
moorage ['muəridʒ] n.系泊,系泊处,系泊费
moorhen ['muəhen] n.<英>[鸟]雌苏格兰雷鸟
mooring ['muəriŋ] n.停泊处
moorish ['muəriʃ] 沼地的荒野的生[住]在沼地的
moorland ['muələnd] n.[地]高沼地
moose [mu:s] n.[动]驼鹿(产于北美的一种大鹿)
moot [mu:t] n.大会,审议会adj.未决议的,无实际意义
mop [mɔp] n.拖把(俗称地拖),洗碗v.用拖把拖洗,擦,
mopboard ['mɔpbɔ:d] n.护壁板,踢脚板
mope [məup] v.闷闷不乐
moped ['məu,ped] n.机动脚踏两用车
mopery ['məupəri] n.闲荡
mopey ['mɔpi] adj.没精打采的,闷闷不乐的,消沉的
moppet ['mɔpit] n.小孩,娃娃,宝宝
moquette [məu'ket] n.一种有绒毛的厚地毯科
mor n.粗腐殖质
mora ['mɔrə] n.[语言]调形,音节延长度,短音节
moraine [məu'rein] n.[地]冰碛
moral ['mɔrəl] adj.道德(上)的,精神的n.道德
morale [mə'ræl] n.士气,民心
moralism ['mɔrəlizəm] n.道德教育,格言,道德准则
moralist ['mɔrəlist] n.道德家,有道德的人,伦理学者
moralistic [,mɔrə'listik] adj.道学气的
morality [mə'ræliti] adj.道德的n.道德
moralize ['mɔrəlaiz] vt.从道德上解释,教化vi.说教,论道德
morally ['mɔ:rəli] adv.精神上
morals ['mɔrəl] 品行
morass [mə'ræs] n.沼泽地，困境v.陷入困境
morassy adj.沼泽的沼泽似的,湿软的
moratorium [,mɔrə'tɔ:riəm] n.停止偿付，禁止
moratory ['mɔrətəri] adj.延期偿付的
moray ['mɔ:rei] n.[鱼]海鳗,欧洲海鳗
morbid ['mɔ:bid] adj.病的,由病引起的,病态的,恐怖的
morbidity [mɔ:'biditi] n.病态,不健全,发病率
mordacious [mɔ:'deiʃəs] adj.锐利的,咬痛的,刻薄的
mordancy ['mɔ:dnsi] n.尖酸,刻薄
mordant ['mɔ:dənt] n.媒染,媒染剂,金属腐蚀剂,金属箔粘着剂
mordent [音]波音
more [mɔ:] adj.更多的n.更多adv.更,更多,更加,超
moreen [mə'ri:n] n.波纹织物
morel [mə'rel] n.[植]草笠竹,龙葵
morello [mə'reləu] n.morellos〈植〉欧洲酸樱桃
moreover [mɔ:r'əuvə] adv.而且,此外
mores ['mɔ:ri:z] n.风俗,习惯,民德,道德观念
morganatic [,mɔ:gə'nætik] adj.贵贱通婚的(指王室,贵族成员与庶民通婚
morganite ['mɔ:gənait] n.[矿]铯绿柱石
morgen n.摩根(荷兰、南非等的地积单位,合2.116英
morgue [mɔ:g] n.太平间,停尸房
moribund ['mɔribʌnd] adj.垂死的n.垂死的人
morion ['mɔ:riən] n.无面甲的头盔
morn [mɔ:n] n.<诗>早晨,<苏格兰>明天
morning ['mɔ:niŋ] n.早晨,上午
moron ['mɔ:rɔn] n.<口>低能者,笨人,[医]痴愚者(指智商在5
moronic [mɔ:'rɔnik] adj.低能的,鲁钝的
morose [mə'rəus] adj.郁闷的,乖僻的
moroseness [mə'rəusnis] 愁眉苦脸
morph (动植物的)变种,变体语子,语素形式,形
morphallaxis [,mɔ:fə'læksis] n.[生]变形再生
morpheme ['mɔ:fi:m] n.形态素,词素
morphemics [mɔ:'fi:miks] n.构词学
morphia ['mɔ:fiə] (=morphine)n.吗啡
morphine ['mɔ:fi:n] n.吗啡
morphinism ['mɔ:finizəm] n.慢性吗啡中毒,吗啡瘾
morphogenesis [,mɔ:fə'dʒenisis] 形态发生,形态形成
morphological [,mɔ:fə'lɔdʒikəl] adj.形态学(上),语形学的
morphologist [mɔ:'fɔlədʒist] n.形态学者
morphology [mɔ:'fɔlədʒi] n.[生物]形态学、形态论,[语法]词法、词态学
morphophonemics [,mɔ:fəufə'ni:miks] [复]n.[语]词素音位学
morris ['mɔris] n.莫理斯舞(英国传统民间舞蹈,舞者通常为男
morrow ['mɔ:rəu] n.次日
morsel ['mɔ:səl] n.一小块（食物），小量
mort [mɔ:t] n.通知猎物已死的号角声,大量,许多
mortal ['mɔ:tl] n.凡人,人类adj.必死的,致命的,人类的,
mortality [mɔ:'tæliti] n.死亡率
mortally ['mɔ:tli] adv.致命地,凡人般地
mortar ['mɔ:tə] n.臼,研钵,灰泥,迫击炮vt.用灰泥涂抹,
mortarboard ['mɔ:təbɔ:d] n.灰泥板,学位帽
mortgage ['mɔ:gidʒ] n.抵押v.抵押
mortgagee [,mɔ:gi'dʒi:] n.承受抵押人
mortgagor ['mɔ:gidʒə] n.(mortgager)抵押人
mortice ['mɔ:tis] n.(=mortise)榫眼,榫接
mortician [mɔ:'tiʃən] n.殡仪业者
mortification [,mɔ:tifi'keiʃən] n.羞辱,禁欲,动物体组织局部的坏死
mortify ['mɔ:tifai] vt.克服,苦修,使苦恼vi.制欲,苦行,坏
mortise ['mɔ:tis] n.榫眼,印刷版穴vt.接榫眼
mortmain ['mɔ:tmein] n.永久营业,永久营业的土地
mortuary ['mɔ:tjuəri] n.停尸房,太平间adj.死亡的,埋葬死人的
morula ['mɔ:rulə] n.[动]桑椹胚
mosaic [mə'zeiik] n.镶嵌,镶嵌图案,镶嵌工艺adj.嵌花式的,拼成的最早出现的Internet上的WEB浏览器
mosey ['məuzi] vi.漫步,徘徊,匆匆离去
mosque [mɔsk] n.清真寺
mosquito [məs'ki:təu] n.蚊子
moss [mɔs] n.苔,藓
mosslike ['mɔslaik] adj.苔藓样的
mossy [mɔ:si] adj.生苔的,青苔状的,古老的
most [məust] adj.最多的,多数的,大部分的adv.最,最
mostly ['məustli] adv.主要地,大部分,通常
mot [məu] n.警句
mote [məut] n.尘埃,微粒
motel [məu'tel] n.汽车旅馆
motet [məu'tet] n.赞美诗，圣歌
moth [mɔθ] n.蛾,蛀虫
moth-eaten ['mɔθ,i:tn] adj.虫蛀的,破旧的,过时的
mothball ['mɔθbɔ:l] n.卫生球,樟脑球vt.封存adj.后备的
mother ['mʌðə] n.母亲,妈妈
motherboard ['mʌðəbɔ:d] n.底板,母板
motherhood ['mʌðəhud] n.母性,为母之道,母亲身份,母亲们(集合称)
mothering n.省亲,归宁
motherland ['mʌðəlænd] n.祖国
motherless ['mʌðəlis] adj.无母的
motherliness ['mʌðɚlinis] n.慈母心
motherly ['mʌðəli] adj.母亲的
motif [məu'ti:f] n.主题,主旨,动机,图形
motile ['məutil] adj.能动的,显示活力的n.运动型
motility [məu'tiliti] n.运动性,自动力
motion ['məuʃən] n.运动,动作v.运动
motionless ['məuʃənlis] adj.不动的,静止的
motivate ['məuti,veit] v.激发
motivated 有根据的,有动机的,由...推动的
motivation [,məuti'veiʃən] n.动机
motivational [,məuti'veiʃənəl] adj.动机的,有关动机的
motive ['məutiv] n.动机,目的adj.发动的,运动的
motiveless ['məutivlis] adj.无动机的,无目的的
motivity [məu'tivəti] n.动力,原动力
motley ['mɔtli] adj.杂色的,五颜六色的,穿染色衣的,混杂的n.杂色,杂色衣服,混杂,小丑
motoneuron [,məutə'nurɔn] n.[生理]运动神经元
motor ['məutə] n.发动机,电动机
motorbike ['məutəbaik] n.摩托车
motorcar ['məutəkɑ:] n.汽车
motorcycle ['məutə,saikl] n.摩托车,机车
motorcyclist ['məutə,saiklist] n.乘机车者
motordom n.汽车世界,汽车王国
motordrome ['məutədrəum] n.汽车试车场,赛车道路
motoring ['məutəriŋ] n.驾车,驾车兜风
motorist ['məutərist] n.乘汽车者,常坐汽车的人
motorization [,məutərai'zeiʃn] n.动力化,摩托化
motorize ['məutəraiz] vt.使机动化,使摩托化
motorman ['məutəmən] n.司机,电动机操作者
motortruck n.<美>=motor-lorry
motorway ['məutəwei] n.汽车高速公路
mottle ['mɔtl] vt.使成杂色,使有斑点n.杂色,斑点
mottled ['mɔtld] adj.有杂色的，斑驳的
motto ['mɔtəu] n.座右铭,格言,题词,笺言
moue [mu:] n.撅嘴,怪相
mouflon ['mu:flɔn] n.欧洲盘羊,摩弗伦羊(南欧产的一种野生羊)
moujik ['mu:ʒik] n.(=muzhik<俄>)(帝俄时代的人)农民
moulage [mu:'lɑ:ʒ] n.[刑侦]印模,印痕
mould [məuld] n.[亦作mold]肥土,壤土,[亦作mold]霉,模具v.用土覆盖,发霉,铸造
mould,mold n.模子，气质v.塑造
moulder ['məuldə] n.制模工,铸工vi.腐朽,崩溃,分裂
moulding ['məuldiŋ] n.模制,浇铸
mouldy ['məuldi] adj.发霉的,腐朽的,旧式的
moulin [mu:'læn] n.[地]冰川锅穴
moult [məult] n.换毛,脱毛v.脱毛,换毛
moult,molt v.脱毛，换羽毛
mound [maund] n.土墩,护堤,垛vt.筑堤,堆起vi.积成堆,隆起
mount [maunt] n.乘用马,衬纸,山,装配vi.乘马,爬上,
mountain ['mauntin] n.山,山脉
mountaineer [,maunti'niə] n.山地人,登山运动员v.登山
mountaineering [,mauntə'niriŋ] n.登山
mountainous ['mauntinəs] adj.多山的,山一般的,巨大的
mountainside ['mauntinsaid] n.山腹,山腰
mountaintop ['mauntintɔp] n.山顶
mountebank ['mauntibæŋk] n.江湖郎中,骗子
mounted ['mauntid] adj.安在马上的,裱好的
mounting ['mauntiŋ] n.装备,衬托纸,登上,乘骑
mourn [mɔ:n] v.哀悼,忧伤,服丧
mourner ['mɔ:nə] n.悲伤者,哀悼者,忏悔者
mournful ['mɔ:nfəl] adj.悲哀的
mournfully ['mɔ:nfəli] adv.悲哀地
mourning ['mɔ:niŋ] n.悲恸,服丧
mouse [maus] n.鼠,耗子v.搜寻
mouser ['mauzə] n.捕鼠动物,鬼鬼祟祟搜寻的人
mousetrap ['maustræp] n.捕鼠器
mousse [mu:s] n.一种多泡沫含奶油的甜点
mousseline [mu:s'li:n] n.真丝薄稠
moustache [məs'tɑ:ʃ] n.小胡子,(哺乳动物的)触须
mousy ['mausi] adj.像老鼠的,多老鼠的,鼠臭的
mouth [mauθ] n.口,嘴
mouthful ['mauθful] n.一口,满口
mouthpiece ['mauθpi:s] n.话筒,代言人,乐器的吹口
mouthwash ['mauθwɔʃ] n.嗽口水,洗口药,废话,无聊话
mouthy ['mauði] adj.说大话的,爱说话的
mouton ['mu:tɔn] 染色绵羊毛皮
movability [,mu:və'biliti] n.可动性
movable ['mu:vəbl] adj.[亦作moveable]活动的,变动的
move [mu:v] n.移动,迁居,步骤vt.移动,感动,鼓动vi.移动,离开,运行,迁移,搬家
moveable ['mu:vəbl] n.可移动的东西adj.可移动的,活动的
movement ['mu:vmənt] n.运动,动作,运转,乐章
mover ['mu:və] n.行动者,搬运家具的人,原动力,鼓吹者
movie ['mu:vi] n.电影
moving ['mu:viŋ] vbl.移动
mow [məu] n.干草堆,谷堆v.刈,扫除,收割庄稼,扫倒
mower ['məuə] n.割草的人,割草机
mowing ['məuiŋ] n.割草,一次收割量,牧草地
moxa ['mɔksə] n.(针灸术用的)艾,艾的代用品,[植]艾篙
moxibustion [,mɔksi'bʌstʃən] n.[医]灸术,艾灼
moxie ['mɔksi] n.精力,勇气,胆量
ms [域]Montserrat,蒙塞拉特岛abbr.Microso
mu [mju:] n.希腊字母第12字
much [mʌtʃ] adj.许多的,大量的adv.非常,很,...多,
muchness ['mʌtʃnis] n.多量,大量
mucic ['mju:sik] adj.[化]黏酸的,黏液的
muciferous [mju:'sifərəs] adj.生黏液的,分泌黏液的,充满黏液的
mucilage ['mju:silidʒ] n.(植物的)黏液,胶水
